id,name,datim_code,district_id
1005,CENTRE DE SANTE RURAL DE LOLOBO YAMOUSSOUKRO,tgB44fFtubr,108
1006,CENTRE DE SANTE RURAL DE SEMAN,sfSOo7teqmB,108
1007,CENTRE DE SANTE RURAL DE TOUMBOKRO,eKRLCs4Ceyo,108
1008,CENTRE DE SANTE URBAIN DE DIOULABOUGOU DE YAMOUSSOUKRO,yIFLzgrzLMT,108
1009,CENTRE DE SANTE URBAIN DE KOSSOU,Vf8RP0WX8Rz,108
1010,CENTRE DE SANTE URBAIN DE MOROFE,RH9ycsIRT3u,108
1011,CENTRE DE SANTE URBAIN DE N'ZUESSY,o5TpBenBQGE,108
1012,CENTRE DE SANTE URBAIN DE ZATTA,N22sPwhqTfV,108
1013,DISPENSAIRE RURAL DE ALLANGOUA-NGBESSOU,TerfOfGZWqd,108
1014,DISPENSAIRE RURAL DE DUOKRO,the2nOTS82l,108
1015,DISPENSAIRE RURAL DE LOGBAKRO,t3U5x3ODOOn,108
1016,DISPENSAIRE RURAL DE N'ZERE,oGoIp9oOFcS,108
1017,DISPENSAIRE RURAL DE OUFFOUE-DIEKRO,WabqWbKVecW,108
1018,DISPENSAIRE RURAL DE SAHABO,gbpAYBTVM3R,108
1019,DISPENSAIRE RURAL DE SAKIARE,GLWDdAhfKzk,108
1020,PROTECTION MATERNELLE INFANTILE DE YAMOUSSOUKRO,LkvIppqokyZ,108
1021,ASAPSU 2 GESCO,AMQpGL8dEKM,110
1022,CENTRE DE PRISE EN CHARGE DE RECHERCHE ET DE FORMATION(CEPREF),TZQkt2kjPpt,110
1023,CENTRE DE SANTE URBAIN DE SONGON,CAC9VHnCFBS,110
1024,CENTRE DE SANTE URBAIN COMMUNAUTAIRE DE AZITO,kAwQcgRarQ0,110
1025,CENTRE DE SANTE URBAIN COMMUNAUTAIRE DE LOKOUA,X04gXABjwLO,110
1026,DISPENSAIRE SÅ“UR CATHERINE,mf5PLfwzpO0,110
1027,DISPENSAIRE SÅ“UR PASSIONNISTE,DPSEryVvcId,110
1028,FORMATION SANITAIRE URBAINE COMMUNAUTAIRE DE ADIOPODOUME,oJDoBKpOctn,110
1029,FORMATION SANITAIRE URBAINE COMMUNAUTAIRE DE GESCO,Kv58SbSlgsk,110
1030,FORMATION SANITAIRE URBAINE COMMUNAUTAIRE DE NIANGON SUD (AGEFOSYN),mqnhy0aGlZi,110
1031,HOPITAL GENERAL DE YOPOUGON ATTIE,IAAh2rsvQb4,110
1032,FORMATION SANITAIRE URBAINE COMMUNAUTAIRE DE YOPOUGON NIANGON,vDoyr8yzOVV,110
1033,AIBEF YOPOUGON ATTIE,RcAzNkwbCGt,110
1034,CENTRE ANTITUBERCULEUX DE YOPOUGON,U6KlTw1HHrV,110
1035,CENTRE MEDICAL NDA GESCO,Rx0itqnYjQW,110
1036,FORMATION SANITAIRE URBAINE COMMUNAUTAIRE DE PORT BOUET II,bddhkFfJKnM,110
1037,CENTRE DE SANTE SCB ZONE INDUSTRIELLE,Bp56YC8T1WN,110
1038,CIP/CAMES YOPOUGON,UWhWD7Ceo5N,109
1039,CENTRE NAZAREEN,vtHK69jy7r5,109
1040,CENTRE PLUS,OqLRCJYgcbl,109
1041,CENTRE MEDICO-SOCIAL BETHESDA,lt258cs1RvP,109
1042,CENTRE DE SANTE URBAIN DE YOPOUGON SANTE,FtbV4BKk6Bf,109
1043,CENTRE DE SANTE URBAIN COMMUNAUTAIRE DE ANDOKOI,kQB0vOr6mXQ,109
1044,FORMATION SANITAIRE URBAINE COMMUNAUTAIRE DE KOUTE,DVR0bY3GPLZ,109
1045,FORMATION SANITAIRE URBAINE COMMUNAUTAIRE DE KOWEIT,x7WJJmGUOES,109
1046,FORMATION SANITAIRE URBAINE COMMUNAUTAIRE DE OUASSAKARA,iukDqkSUSG2,109
1047,FORMATION SANITAIRE URBAINE COMMUNAUTAIRE DE TOITS ROUGES,eSoQleCI7gV,109
1048,ONG ASAPSU 1 YAO SEI,BxWpeUslTwA,109
1049,CENTRE MEDICO-SOCIAL DE ITY,JTL9rf5aMXX,111
1050,CENTRE DE SANTE URBAIN DE BANNEU,B7PLhnxQLjo,111
1051,CENTRE DE SANTE URBAIN DE BINHOUYE,ROcaFQUudVx,111
1052,CENTRE DE SANTE URBAIN DE TEAPLEU,TTi8kzDb1sW,111
1053,HOPITAL GENERAL DE ZOUHAN HOUNIEN,Oz9QQ8cQAQL,111
1054,CENTRE DE SANTE RURAL DE BINZRA,EAh75JMCdy7,113
1055,CENTRE DE SANTE RURAL DE KANZRA,Ip3SxI177NH,113
1056,CENTRE DE SANTE RURAL DE MANFLA,V1wPELfNU0L,113
1057,CENTRE DE SANTE RURAL DE VOUEBOUFLA,OTMh04QbX90,113
1058,CENTRE DE SANTE RURAL DE ZANZRA,ZfXkIB3pQAu,113
1059,CENTRE DE SANTE RURAL DE ZOROFLA,kKqsrN8cPvR,113
1060,CENTRE DE SANTE URBAIN DE GOHITAFLA,hCAYYlnS8dq,113
1061,DISPENSAIRE MEDICO-SOCIAL SUCRIVOIRE,ViGKFJIH6Vx,113
1062,HOPITAL GENERAL DE ZUENOULA,dHvODGzyKMR,113
1063,SERVICE DE SANTE SCOLAIRE ET UNIVERSITAIRE DE ZUENOULA,CrcwycIZIWI,113
1064,CENTRE MEDICAL DE SANTE HEVEGO,wJvJorj6HwR,86
1065,CENTRE MEDICAL DE SANTE NEKA,HgneV0LvYED,93
1066,CENTRE MEDICAL SCB TIASSALE,ZAPO8wG9eYU,99
1067,CENTRE MEDICO-SOCIAL PALMCI DE GBAPET,QRjdHsRhj90,93
1068,CENTRE DE SANTE RURAL DE DADIASSE,hp2hzu9nHwS,95
1069,CENTRE DE SANTE RURAL DE DAGADJI,y7Hz5v2m255,86
1070,CENTRE DE SANTE RURAL DE NAMBONKAHA,bqSPmMFKhLf,43
1071,CENTRE DE SANTE URBAIN DE DJEZOUKOUAMEKRO,va7kUUgsSRN,26
1072,CENTRE DE SANTE URBAIN DE NIAKARAMADOUGOU,SpziY99U2kY,77
1073,CENTRE DE SANTE URBAIN DE TRANSUA,QxgYL04xd5e,95
1074,DISPENSAIRE RURAL DE DREWIN,el0TTIkR4n4,87
1075,DISPENSAIRE RURAL DE KANANGOKPLI,a0i5y5hJ54x,84
1076,FORMATION SANITAIRE URBAINE DE AHOUGNANSSOU,Cc7VqKeeEDz,24
1077,PROTECTION MATERNELLE INFANTILE DE KOKO,uQMWY0YyRrW,24
1078,POLYCLINIQUE DES DEUX PLATEAUX,b25VcTbaIWt,30
1079,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE BONON,GvFVNSENYHk,23
1080,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE DAOUKRO,nc3OXkKDgCU,35
1081,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE FRESCO,qYrL6eiJbvr,44
1082,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE GUITRY,eLbzXMMxKOm,51
1083,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE HERMANKONO GARO,xqUZ4uieDpR,40
1084,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE HIRE,xTLRXjJoCAv,40
1085,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE LAKOTA,iJr4IlMpmHK,67
1086,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE MANKONO,UBXXTsncM0n,70
1087,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE ZUENOULA,HdgyQNIOslK,113
1088,CM MAC DIMBOKRO,uRdhLQb7S0H,39
1089,CENTRE PALAZZOLO AGNIBILEKROU,Qdzq42WPtFd,9
1090,CENTRE MEDICAL DU DISTRICT DE TREICHVILLE (LEPROSERIE),e99MADdqNNp,105
1091,CENTRE DE SANTE RURAL DE ANGANKONANKRO,UTM3xvPuttk,39
1092,CENTRE DE SANTE RURAL DE DASSOUNGBOHO,jWlnzF18DfA,58
1093,DISPENSAIRE URBAIN DE ABENGOUROU,E8B36Lf0qgD,1
1094,IGR YAMOUSSOUKRO,rz56759dCvB,108
1095,INF PRIVEE DE LA GR DE TREICHVILLE,VU1DNxzNvsX,105
1096,INFIRMERIE MAC DE DALOA,J9GbsWNRKQ2,33
1097,INFIRMERIE MAC SASSANDRA,HLR8kQKGLzU,87
1098,INFIRMERIE MAC DIVO,jfRxBLLoSqQ,40
1099,INFIRMERIE MAC OUME,roV0oHp9nfO,81
1100,ONG ANITCHE NITCHE ASSAHARA (CDV),ZyaL6suFK1T,21
1101,RENAISSANCE SANTE BOUAKE,wk2wKa1oBRh,24
1102,RUBAN ROUGE ABENGOUROU,Ec5tVRyBamg,1
1103,SERVICE LABORATOIRE DU CENTRE HOSPITALIER UNIVERSITAIRE DE BOUAKE,e1kGKhTMKRu,25
1104,SERVICE LABORATOIRE DU CENTRE HOSPITALIER UNIVERSITAIRE DE COCODY,Yhco0PwMYtg,30
1105,INSTITUT NATIONAL DE LA SANTE PUBLIQUE,kaLv0NIiNh4,6
1106,CENTRE ESPOIR DE ADJOUFOU,RvhdNXgkbST,82
1107,INFIRMERIE CTE DAOUKRO,IgdSfkBjqDe,35
1108,INFIRMERIE CTE DIMBOKRO,uevk0mVUIOl,39
1109,INFIRMERIE EFA DE ZAMBAKRO,Dp1r2otRwsZ,108
1110,CENTRE PRINCIPAL DE SANTE DE LA CASERNE D'AGBAN,S9XpJ9IDttf,30
1111,CENTRE DE SANTE URBAIN DE WILLIAMSVILLE,Rl1At5BelCa,6
1112,DISPENSAIRE RURAL DE NIOROUYO,gztPq0ReP0A,49
1113,DISPENSAIRE RURAL HEKE VILLAGE,vqfWV1r1P2u,86
1114,CENTRE DE SANTE RURAL OUEOULO,Rivec9il3Z4,86
1115,CENTRE DE SANTE RURAL DE MINDO,dzIgy5HIXfe,87
1116,DISPENSAIRE RURAL DE POLIBROUSSE,TuHj5bvkqAf,87
1117,INFIRMERIE DU LYCEE DE SASSANDRA,f7Qx9NsEuEN,87
1118,CENTRE DE SANTE URBAIN BUYO-PLATEAU,gMKviotve3K,29
1119,CENTRE DE SANTE RURAL DE KPADA,bN16M3vqV57,92
1120,CENTRE DE SANTE RURAL DE POGREAGUI,OqeUDuFgIcH,92
1121,CENTRE DE SANTE URBAIN DE YACOLIDABOUO,BHWDyg5DhDa,92
1122,CENTRE DE SATE RURAL ROA-KAKEOUA,n72EtygKqSS,92
1123,DISPENSAIRE RURAL DE BAKAYO,K6qx80934f4,92
1124,DISPENSAIRE RURAL JOHIN,ded45PVkqzU,92
1125,CENTRE DE SANTE RURAL DE BAGOLIEOUA,yC8CWtta2xS,92
1126,SERVICE CONSULTATION EXTERNE DU CENTRE HOSPITALIER UNIVERSITAIRE DE COCODY,CemD4fE04L6,30
1127,CENTRE DE SANTE RURAL DE GRAND ALEPE,sdTm492eZju,11
1128,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT TIASSALE,cMkXzl7ij1X,99
1129,SERVICE DERMATOLOGIE DU DISTRICT DE BONDOUKOU (DDS PUBLIC DE BONDOUKOU),Vq88nMKLxs9,20
1130,POLYCLINIQUE GROUPE MEDICAL PLATEAU,scavJaXgFKZ,6
1131,CLINIQUE MEDICAL ADJAME-FRATERNITE,h58maxfIALW,6
1132,POLYCLINIQUE INTERNATIONAL L'INDENIE,UDqbkHfbilb,6
1133,CLINIQUES LES OLIVIERS,OdVImDZKskx,109
1134,POLYCLINIQUE GRAND CENTRE,KI9Hm3uU8Wi,110
1135,POLYCLINIQUE CENTRALE ABOBO,mELxVEFk8K6,2
1136,GRANDE CLINIQUE DU DOKOUI,NytQMagx2lx,2
1137,CLINIQUE ST GABRIEL,LCVjdPsK6AV,30
1138,PISAM,bMyFGtpiKVS,30
1139,POLYCLINIQUE PANTHEON,DxwU9PqJRVw,30
1140,CABINET MEDICAL DE KOUMASSI,CuRgTFEWWAx,63
1141,ESPACE MEDICAL LES RUCHES,fjtg3h66hnp,63
1142,POLYCLINIQUES AVICENNES,tCoxPnJTFca,105
1143,POLYCLINIQUES HOTEL-DIEU,sUHqY6hoOnA,105
1144,CLINIQUE NANAN YAMOUSSOU,gvR2s3xQaVH,105
1145,CENTRE DE SANTE RURAL DE BONIKRO,BM1nQBewrH4,103
1146,CENTRE DE SANTE RURAL DE BRINGAKRO,xXnTnCwuJNl,103
1147,CENTRE DE SANTE RURAL DE DIDABLE,NqYrVwO0dzt,103
1148,CENTRE DE SANTE RURAL DE LOUKOU-YAOKRO,JUQmUwktc9o,103
1149,CENTRE DE SANTE RURAL DE MORONOU,KeUIv6FqRaN,103
1150,CENTRE DE SANTE RURAL DE ZAHAKRO,nAwQXjKEVD6,103
1151,CENTRE DE SANTE URBAIN BINAWA DE TOUMODI,gBWoV7UAnhm,103
1152,CENTRE DE SANTE RURAL DE KONAN-KOKOREKRO,nDecKKEOi6K,103
1153,DISPENSAIRE RURAL N'GATTAKRO DE YAMOUSSOUKRO,VXe0Et5xBmr,108
1154,DISPENSAIRE URBAIN ANYAMA,E5vm29O9nlV,12
1155,CENTRE DE SANTE URBAIN ATTINGUIE,zyi9brLvCoQ,12
1156,CENTRE DE SANTE URBAIN BROFFODOUME,AXinItuvfkf,12
1157,CENTRE DE SANTE URBAIN AKOUPE-ANYAMA,hN34Q5uYvHt,12
1158,DISPENSAIRE RURAL MUNICIPAL DE ABOUABOU,GTC4X1VEA3m,18
1159,GRAND CENTRE MEDICAL ROUTE D'AKEIKOI,Vr0gf4w9iAF,2
1160,CENTRE DE SANTE RURAL DE KONG,lYreGZeCvCN,10
1161,DISPENSAIRE RURAL DE NEKA VILLAGE,g2E0jYAJ9wp,93
1162,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE KANI,S56EOFh1l3o,88
1163,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE SINFRA,F1DI6ZTtFnd,91
1164,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE SAIOUA,JSARzUOhOmz,52
1165,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE VAVOUA,TI2TyWnKTKG,106
1166,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE DIEGONEFLA,Bkba5v4WyA5,81
1167,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE OUME,oxf03xNgbDD,81
1168,INFIRMERIE MAC SEGUELA,aMtscpzuC5A,88
1169,CSMC GONFREVILLE,iQGBCctahhG,25
1170,CENTRE SOLIDARITÉ ACTION SOCIALE DE KORHOGO,O6tfSseYk1I,58
1171,PROTECTION MATERNELLE INFANTILE DE BOUNDIALI,eR4Zr37Vg5S,28
1172,CENTRE DE SANTE RURAL DE FARABA,flR7vWDQACA,70
1173,ESPACE MEDICAL ST PAUL,vz41qnvlTbt,6
1174,CLINIQUE ADJAMÉ LIBERTÉ,Xoy2aYsAu9p,6
1175,CLINIQUES STE ROSA DE CASCIA,FFsxO5qLVX9,110
1176,CLINIQUE CHRYSALIDE,k88tju8GD8r,109
1177,CLINIQUE JEANNE LEORA,anlF0qDy7qH,110
1178,CLINIQUE MEDICALE ROUTE AKEIKOI,ZgND6I7zSX8,2
1179,POLYCLINIQUE PROVIDENCE,pvm4zBtyqGu,30
1180,POLYCLINIQUE DIVINE GRACES,xwB1r2VNebD,30
1181,CLINIQUE MALON,VBL7RWFl9Jh,82
1182,POLYCLINIQUE LES GRACES,OruKkE5EkUK,105
1183,CLINIQUE POLYMED,Vu9wlcJuG10,105
1184,CABINET MEDICAL ROCHE,urhuRfqCD1K,105
1185,CLINIQUE MEDICALE ENERGY,oTxRVHVC9ig,108
1186,CLINIQUE GRACE DES LACS,MW2AvhlTgpQ,108
1187,CLINIQUE CT,f7xznefVLcE,108
1188,CLINIQUE  JOSEPH MOSCATI,t0gUvqkm4MF,108
1189,CLINIQUE ST AUGUSTIN,sGFDtHh9iwK,108
1190,CLINIQUE SAINT SAUVEUR,yOSbHv0MeA6,108
1191,INFIRMERIE MAC ABIDJAN,nlyjuyGnhFB,109
1192,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE ADZOPÉ,Xat5ZWlBN0g,7
1193,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DEBLOLÉQUIN,tNEGQ59MCGO,18
1194,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE GUIGLO,S0noQLOSATl,50
1195,CENTRE DE SANTE URBAIN DE SEMIAN,Et7s8SbCWhi,62
1196,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE DABAKALA,oOygl7r8977,31
1197,CENTRE DE SANTE URBAIN DE GOULIA,R2Qd6QWnxq3,78
1198,CENTRE DE SANTE URBAIN DE DOULATIEDOUGOU,Di0pnJvOOP8,78
1199,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE TOUBA,xmu7oF9sUWh,101
1200,CENTRE DE SANTE URBAIN DE IROPORIA,tbj5A8PUYlJ,67
1201,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE BONGOUANOU,uaNRsuzpsTW,21
1202,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE DIMBOKRO,F6ohpmu3TJl,39
1203,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE FERKESSEDOUGOU,VXDBI1jDF4w,43
1204,CENTRE DE SANTE URBAIN DE BOLO,oHmiAQZPTZx,87
1205,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE SASSANDRA,xT030cJ2EuO,87
1206,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE SOUBRE,TduccbVw5bd,92
1207,CENTRE DE SANTE URBAIN DE YAPLEU,j25P1YXGlI2,69
1208,CENTRE DE DIAGNOSTIC ET DE TRAITEMENT DE DANANÉ,nQWViizw8e6,34
1209,CENTRE D'HEBERGEMENT ET D'EDUCATION DES ENFANTS EN DIFFICULTES (CHEED),amyaR8awp7i,25
1210,AIBEF BOUAKE,hahxUGtMXHX,26
1211,ASSOCIATION IVOIRIENNE POUR LA PROMOTION DE LA SANTE DU SOCIAL ET DU DEVELOPPEMENT (AIPS),B8WqrgYyOp9,26
1212,CENTRE DE SANTE URBAIN COMMUNAUTAIRE ARRAS 3,QV6mPKaJ8Lo,105
1213,AIBEF TREICHVILLE,K2QNrcfgpnv,105
1214,CENTRE DE SANTE URBAIN DE KOUBAN,YV04kKt6WVp,75
1215,CENTRE DE SANTE RURAL DE YASSAP,EqWnR5O0Olf,32
1216,CENTRE DE SANTE RURAL DE BONN,MIORlITBDIb,32
1217,CENTRE DE SANTE RURAL DE PASS,hPGiMC8PezF,32
1218,CENTRE DE SANTE RURAL DE PANDAH,f5oAwNCWST3,32
1219,CENTRE DE SANTE URBAIN DE IRA,gykxBvcPkqT,32
1220,CENTRE MEDICAL  SOUTRA,vTXEZpIBlKe,3
1221,POLYCLINIQUE CROISSANT ROUGE D'ADJOUFFOU,nLHq5iZzWlK,82
1222,CENTRE MÉDICO SOCIAL CROIX ROUGE DE GONZAGUEVILLE,EYBvVf8al7X,82
1223,ANTENNE INHP DE GONZAGUEVILLE,VHAce5KRXPx,82
1224,ONG CIAK,N2iIxlEQH2u,82
1225,HOPITAL GENERAL D'ADJAME,k4HWzPiYBrJ,6
1226,HNP ABIDJAN PLATEAU,DD33pVrI0C0,6
1227,SERVICE DE SANTE SCOLAIRE ET UNIVERSITAIRE PLATEAU(SSSU PLATEAU),nRs6e5LUKAB,6
1228,RENAISSANCE SANÉ BOUAKÉ DE YAMOUSSOUKRO,M6MypOQo6io,108
1229,CENTRE DE SANTE RURAL ABATTA,bkqQwhAYqhj,30
1230,CENTRE DE SANTE URBAIN D'AKOUEDO ATTIE,v7EdUZjD5RC,30
1231,CENTRE DE SANTE URBAIN DE GBAGBA,PUiXsXxvw9A,30
1232,CENTRE SANTÉ RURAL GNEHIRI,HUkm2L2Nbwf,40
1233,CENTRE SANTE RURAL DE SAKOTA,o4bjQ6ZsM4f,40
1234,CENTRE DE SANTE URBAIN IROPORIA,QQIe0O3tQEb,40
1235,DISPENSAIRE RURAL DOUAVILLE,j4ld8ERLFbi,40
1236,DISPENSAIRE RURAL GNAMBOUASSO,xCKTuOoB2uO,40
1237,DISPENSAIRE RURAL GOUDI,agiKJRpACTB,40
1238,CENTRE MEDICAL FILTISAC,Xdb3PQyDyRI,6
1239,CENTRE D'ÉCOUTE ALLAH KOUADIO REMY,ukdKLr6tw7W,6
1240,CENTRE DE SANTE COMMUNAUTAIRE ASAPSU JEAN PAUL II,paQEBJy3l6O,6
1241,CENTRE DE SANTE URBAIN SANTAI LOCODJROÂ  Â ,xLJRoctVzGf,6
1242,CENTRE MEDICAL DU TRESOR,PCgaPH3UKK6,6
1243,CENTRE MEDICO-SOCIAL IROBO,zp887w0GKdH,53
1244,SERVICE DE SANTÉ SCOLAIRE ET UNIVERSITAIRE(SSSU) YOP EST,s31JBmmChzJ,109
1245,CENTRE DE SANTE RURAL DE SONGON AGBAN,mdlH9l2wMp8,110
1246,CENTRE DE SANTE RURAL DE ABADJIN KOUTÉ,fEEc7keyQou,110
1247,CENTRE DE SANTE RURAL DE ADIOPODOUMÉ,FDzVOQByiXn,110
1248,CENTRE DE SANTE RURAL DE BAGO,k3VLcjqEtHW,110
1249,CENTRE DE SANTE RURAL DE KOSSIHOUEN,P7NQk6gJmeC,110
1250,CENTRE ASAPSU MARCORY,sjpkhCQA2wM,105
1251,SERVICE DE SANTE SCOLAIRE ET UNIVERSITAIRE(SSSU) DE MARCORY,umPRDjsYX6e,105
1252,SERVICE DE SANTE SCOLAIRE ET UNIVERSITAIRE DE TREICHVILLE,TY5u7vAgWDL,105
1253,CENTRE DE SANTE URBAIN DE DIAYÉ-BERNARD,keiiadskwTO,42
1254,CENTRE DE SANTE URBAIN DE GBAPLEU,VToX4vcjoAT,42
1255,CENTRE DE SANTE URBAIN DE GUÉHIÉBLY,Z5NudMhO1qC,42
1256,PROTECTION MATERNELLE ET INFANTILE(PMI) DE DUEKOUE,oRXwjHqk83Q,42
1257,CENTRE DE SANTE RURAL LAHOURIDOU,WdfCDtHktWD,49
1258,CENTRE DE SANTE RURAL TAGBAYO,E5MmTaWuSAG,49
1259,DISPENSAIRE RURAL BRETIHIO,QOijVcPFzO8,49
1260,DISPENSAIRE RURAL ZIWAYO,dbYkD2id97R,49
1261,CENTRE DE SANTE RURAL DE GAGNI,ZSdXwVnafWD,86
1262,CENTRE DE SANTE RURAL DE NABO VILLE,EeoP3KzQOhn,86
1263,CENTRE MEDICO SOCIAL COOPAGA DE SAN PEDRO,UZN1jJpr59T,86
1264,CENTRE MEDICO SOCIAL SCASO,EsemeaRE2xn,86
1265,DISPENSAIRE RURAL D'ABOKRO,ecxfP4q7Wce,86
1266,DISPENSAIRE RURAL DE NONOUA,PpgKn9tzsvW,86
1267,CENTRE DE SANTÉ DONATA,CeYG1rirw2h,86
1268,CENTRE MÉDICA SOCIAL KEMONDE,FantkBFpPID,86
1269,CENTRE MEDICAL PASTEUR DE SAN PEDRO,iiy2Q3QAb3C,86
1270,CENTRE PRENATALE DJIGUIYA DE SAN PEDRO,ZorsP4gAWEr,86
1271,CLINIQUE CENTRALE DE SAN PEDRO,AB5GRhDlA4o,86
1272,CLINIQUE LE ROCHER DE SAN PEDRO,CBnX3WqKJMe,86
1273,ESPACE VILLAGE SANTÉ (EVS) SAN PEDRO,mkmb1HkEGkU,86
1274,MATERNITE CONSOLATA,XGnOT9ux4BE,86
1275,CENTRE MEDICO SOCIAL DE BOLO,tvcpRNb3QVY,87
1276,CENTRE DE SANTE RURAL GNAGO 1,XDbxQCQ5oxU,87
1277,DISPENSAIRE CATHOLIQUE DE SAGO,SAAjOGsitRp,87
1278,DISPENSAIRE NIANI CARREFOUR,FtS0DQRkDLX,87
1279,CENTRE DE SANTE RURAL NOUKPOUDOU,YtTfUDMXKGg,29
1280,DISPENSAIRE RURAL AMANIKRO,USc2dgGSTVM,29
1281,DISPENSAIRE RURAL GBLIGLO,EZNTeQGsoY9,29
1282,DISPENSAIRE RURAL KODAYA,HXmCCMHUTAU,29
1283,DISPENSAIRE RURAL LOBOKPA,viqmSANT4O3,29
1284,DISPENSAIRE RURAL LOGBOZOA,PoICR75bD2X,29
1285,DISPENSAIRE RURAL MAYA KOFFIKRO,VsUcY1d2F8K,29
1286,DISPENSAIRE RURAL GADAGO,bUUP8PWJmZ3,92
1287,DISPENSAIRE RURAL GBAZOA,uem3hXG31uI,92
1288,DISPENSAIRE RURAL KOREGUHE,wswOKmuipRl,92
1289,DISPENSAIRE RURAL MAHIEOUA,n6lgJhNziFw,92
1290,DISPENSAIRE RURAL PARC SOU,fF4Tz6cFgUM,92
1291,MATERNITÉ RURALE BLESSEOUA,bJWEzNOdXFu,92
1292,DISPENSAIRE RURAL KOMEAYO,ji40eFAHbhG,92
1293,DISPENSAIRE RURAL ASSAWLEKRO,Tc1IhB77n4H,92
1294,DISPENSAIRE RURAL GNITITOUAGUI,TXxyJsZdPml,92
1295,DISPENSAIRE RURAL NEGREAGUI,Wk48RkxYozp,92
1296,DISPENSAIRE RURAL PASCALKRO,EcWCKTxfEsl,74
1297,DISPENSAIRE RURAL ZOUGOUKOUASSIKRO,KwAEIL1Yk3n,74
1298,OASUCOM MÉAGUI,xRe89lkhfpT,92
1299,OASUCOM POGREAGUI,yMrLbd7uAN2,92
1300,ONG -IVOIRE SVCE-CI,P2LRCFi0skk,92
1301,CENTRE DE SANTE RURAL GBALEBOUO,qc1epU4vGnx,92
1302,DISPENSAIRE RURAL DOBRE,Cj3qfMDmAwC,92
1303,DISPENSAIRE RURAL GBADAKOUAMEKRO,qVweGhN8zsX,92
1304,DISPENSAIRE RURAL GUIMEYO,TSac2DJ6MRq,92
1305,DISPENSAIRE RURAL KAGNANAKO,GQ3guCW5DvD,92
1306,DISPENSAIRE RURAL MEMBERI 1,cqHE2XzFz7j,92
1307,DISPENSAIRE RURAL OTTAWA,i44QmZKKz6v,92
1308,DISPENSAIRE RURAL SIPEF-CI OKROUYO,druj8zd5goj,92
1309,DISPENSAIRE RURAL SIPEF-CI OTTAWA,mR2VvvEdiSm,92
1310,DISPENSAIRE RURAL TOLLAKRO,XjhAU2HH8os,92
1311,CENTRE CONFESSIONNEL NOTRE DAME DU CALVAIRE DE SOUBRE,CkD18ssdKgK,92
1312,CENTRE DE SANTE ORASUR DE SOUBRE,eaMsnLBPVWw,92
1313,CENTRE MEDICAL DES ARMES DE SOUBRE,TalPadlIYxL,92
1314,DISPENSAIRE RURAL GRIPAZO DE SOUBRE,xhz5VnxgnKM,92
1315,DISPENSAIRE RURAL MEMBERI 2 DE SOUBRE,q9NksZKV898,92
1316,DISPENSAIRE RURAL OBROUAYO DE SOUBRE,eux1WiiEmJn,92
1317,FORMATION SANITAIRE URBAINE UGFOS DE SOUBRE,cY7GJSHqOTm,92
1318,POLYCLINIQUE SAINTE MARIE DE LA NAWA,fz3hOtSWqtP,92
1319,DISPENSAIRE RURAL DE KARIE,s3lNd2A92YG,93
1320,DISPENSAIRE RURAL DE SOUKE,YM9NGeOCukm,93
1321,DISPENSAIRE RURAL GNENAHOULEKÉ,EZpO5rkyxUm,93
1322,DISPENSAIRE RURAL NIPLOU,xvFMZm0Ymly,93
1323,CENTRE DE SANTE RURAL DE YOPOHUE,qusvv7WDIEs,46
1324,CENTRE DE SANTE URBAIN DE DIDIA,BFcOhiXENNq,46
1325,DISPENSAIRE RURAL DE BOUGROU,myZIKlrLq8B,46
1326,DISPENSAIRE RURAL DE BRIHI,aZv6vudf3d3,46
1327,DISPENSAIRE RURAL DE TEHIRI,NamvRWIMsPQ,46
1328,DISPENSAIRE RURAL DE ZIPLIGNAN,Z1awFHpAAd5,46
1329,CENTRE DE SANTE INTEGRE DE GAZAHIO,NRvhDZTXlPU,46
